,0,1,2,3,4
44642,129,399,-74.67,5.46,-18.45
44645,129,402,-75.9,10.24,-9.46
44648,129,405,-74.44,12.69,-14.66
44651,129,408,-71.58,15.36,-22.77
44654,129,411,-61.27,16.63,-35.98
44657,129,414,-61.92,15.45,-29.99
44660,129,417,-56.86,7.61,-31.13
44663,129,420,-51.69,0.33,-29.37
44666,129,423,-40.73,-1.75,-32.57
44669,129,426,-38.96,0.49,-31.36
44672,129,429,-36.52,-7.67,-22.83
44675,129,432,-31.01,-6.73,-24.46
44678,129,435,-24.13,-6.17,-28.36
44681,129,438,-26.71,-8.45,-23.75
44684,129,441,-25.97,-14.48,-19.57
44687,129,444,-29.73,-18.58,-8.97
44690,129,447,-29.16,-15.56,-12.8
44693,129,450,-31.78,-14.91,-6.86
44696,129,453,-33.25,-10.9,-4.58
44699,129,456,-33.4,-6.91,3.36
44702,129,459,-33.37,-3.06,-7.84
44705,129,462,-34.4,-1.14,-0.32
44708,129,465,-34.41,2.12,-1.27
44711,129,468,-37.1,5.42,-4.56
44714,129,471,-35.54,7.23,-16.1
44717,129,474,-37.76,6.84,-12.61
44720,129,477,-38.51,4.29,-13.23
44723,129,480,-38.0,3.26,-12.6
44726,129,483,-35.92,5.18,-13.13
44729,129,486,-35.56,6.96,-12.9
44732,129,489,-33.39,6.47,-12.02
44735,129,492,-33.43,8.9,-11.32
44738,129,495,-29.71,9.15,-15.33
44741,129,498,-31.25,10.13,-11.47
44744,129,501,-29.37,12.15,-13.01
44747,129,504,-27.92,10.72,-11.54
44750,129,507,-27.64,13.77,-12.25
44753,129,510,-26.9,16.51,-9.76
44756,129,513,-26.4,19.92,-12.52
44759,129,516,-27.45,23.14,-14.15
44762,129,519,-23.18,26.77,-25.79
44765,129,522,-28.91,27.66,-24.62
44768,129,525,-36.69,23.74,-29.81
44771,129,528,-40.53,20.34,-33.09
44774,129,531,-35.3,19.49,-39.55
44777,129,534,-47.2,20.69,-35.99
44780,129,537,-51.01,11.2,-36.04
44783,129,540,-54.53,3.83,-34.94
44786,129,543,-51.2,0.17,-35.13
44789,129,546,-57.02,-1.74,-21.71
44792,129,549,-57.49,-4.17,-9.24
44795,129,552,-56.71,-3.57,7.26
44798,129,555,-56.86,5.9,-0.09
44801,129,558,-56.21,11.34,14.93
44804,129,561,-53.18,22.3,15.5
44807,129,564,-50.55,27.41,9.65
44810,129,567,-46.68,30.07,2.36
44813,129,570,-43.96,30.64,5.97
44816,129,573,-40.08,32.17,3.85
44819,129,576,-39.89,33.48,-0.46
44822,129,579,-38.67,32.91,0.88
44825,129,582,-39.37,33.2,6.42
44828,129,585,-40.97,38.36,2.98
44831,129,588,-41.69,42.69,-0.67
44834,129,591,-41.9,48.39,-8.02
44837,129,594,-40.89,54.75,-9.8
44840,129,597,-42.4,52.56,-28.74
44843,129,600,-39.49,47.03,-42.39
44846,129,603,-33.82,41.43,-44.89
44849,129,606,-36.01,42.42,-43.23
44852,129,609,-34.33,36.05,-44.99
44855,129,612,-36.16,30.75,-43.65
44858,129,615,-21.13,27.7,-53.01
44861,129,618,-28.74,30.19,-45.78
44864,129,621,-32.35,22.62,-44.71
44867,129,624,-25.03,24.52,-47.0
44870,129,627,-16.71,13.67,-51.11
44873,129,630,-18.09,17.6,-47.01
44876,129,633,-20.58,6.46,-43.89
44879,129,636,-17.54,6.52,-42.24
44882,129,639,-6.06,4.78,-41.72
44885,129,642,-12.48,7.73,-35.46
44888,129,645,-15.68,2.97,-32.84
44891,129,648,-17.53,3.91,-29.89
44894,129,651,-7.4,6.43,-32.03
44897,129,654,-15.21,10.56,-30.79
44900,129,657,-15.0,7.27,-27.84
44903,129,660,-13.28,7.4,-27.39
44906,129,663,-10.99,5.59,-26.92
44909,129,666,-9.03,6.5,-22.42
44912,129,669,-9.42,4.67,-21.38
44915,129,672,-7.4,3.91,-19.66
44918,129,675,-2.46,1.82,-16.07
44921,129,678,-2.54,1.5,-13.36
44924,129,681,-2.56,0.91,-8.95
44927,129,684,-2.54,2.72,-5.9
44930,129,687,-0.66,6.49,-2.29
44933,129,690,0.34,10.98,1.93
44936,129,693,0.3,17.57,3.36
44939,129,696,-0.64,24.66,-0.73
44942,129,699,1.43,32.18,-12.0
44945,129,702,-2.57,36.92,-17.25
44948,129,705,-3.69,35.31,-31.95
44951,129,708,-7.5,28.73,-44.88
44954,129,711,-3.7,21.12,-53.24
44957,129,714,-10.73,19.66,-54.81
44960,129,717,-9.94,14.61,-57.16
44963,129,720,-9.13,11.78,-55.98
44966,129,723,-3.78,-2.25,-55.06
44969,129,726,-7.63,0.13,-51.5
44972,129,729,-7.82,-6.14,-45.82
44975,129,732,-9.82,-9.18,-40.64
44978,129,735,-6.65,-5.79,-38.65
44981,129,738,-9.67,2.34,-35.49
44984,129,741,-8.15,4.02,-35.68
44987,129,744,-8.28,8.24,-36.64
44990,129,747,-7.2,9.14,-44.83
44993,129,750,-11.55,14.65,-49.18
44996,129,753,-9.94,11.3,-54.17
44999,129,756,-12.87,0.26,-59.34
45002,129,759,-0.68,1.7,-61.39
45005,129,762,-7.53,-1.44,-62.93
45008,129,765,-3.82,-13.93,-58.58
45011,129,768,-6.65,-22.36,-52.56
45014,129,771,6.87,-20.76,-45.53
45017,129,774,-3.54,-22.19,-39.54
45020,129,777,-7.35,-24.85,-24.55
45023,129,780,-8.61,-22.83,-13.89
45026,129,783,-10.33,-16.77,-7.35
45029,129,786,-12.2,-12.54,1.93
45032,129,789,-16.82,-4.2,8.86
45035,129,792,-17.82,3.5,14.79
45038,129,795,-22.24,12.16,8.81
45041,129,798,-24.93,16.2,14.06
45044,129,801,-24.73,24.94,10.3
45047,129,804,-24.52,27.5,8.26
45050,129,807,-24.17,29.03,-2.98
45053,129,810,-23.5,27.75,0.82
45056,129,813,-21.88,26.0,-4.32
45059,129,816,-20.75,23.65,-4.52
45062,129,819,-19.43,24.79,-4.86
45065,129,822,-19.52,25.3,4.5
45068,129,825,-18.4,30.32,-2.65
45071,129,828,-20.64,33.09,-5.66
45074,129,831,-20.86,34.35,-8.22
45077,129,834,-23.33,36.34,-4.45
45080,129,837,-24.92,37.68,-13.3
45083,129,840,-27.81,37.2,-15.98
45086,129,843,-25.59,36.29,-23.94
45089,129,846,-30.32,36.77,-21.99
45092,129,849,-31.65,33.17,-27.75
45095,129,852,-32.36,30.71,-29.8
45098,129,855,-27.79,27.69,-38.48
45101,129,858,-32.81,25.7,-31.29
45104,129,861,-34.25,20.41,-33.67
45107,129,864,-37.41,15.01,-30.33
45110,129,867,-31.53,12.99,-36.4
45113,129,870,-39.4,13.23,-26.25
46318,132,0,-28.9,17.98,-53.56
46321,132,3,-23.38,13.42,-58.7
46324,132,6,-17.86,8.86,-63.83
46327,132,9,-20.28,7.28,-56.99
46330,132,12,-22.69,5.7,-50.15
46333,132,15,-20.52,4.47,-47.94
46336,132,18,-18.35,3.25,-45.73
46339,132,21,-15.33,4.11,-43.46
46342,132,24,-12.3,4.98,-41.18
46345,132,27,-13.86,1.09,-37.68
46348,132,30,-15.42,-2.8,-34.19
46351,132,33,-14.59,-5.12,-31.72
46354,132,36,-13.75,-7.44,-29.25
46357,132,39,-13.0,-5.34,-24.75
46360,132,42,-12.25,-3.25,-20.26
46363,132,45,-11.99,2.57,-18.22
46366,132,48,-11.72,8.38,-16.18
46369,132,51,-13.22,12.14,-15.62
46372,132,54,-14.72,15.9,-15.06
46375,132,57,-15.23,22.09,-19.52
46378,132,60,-15.75,28.28,-23.98
46381,132,63,-25.2,29.5,-26.97
46384,132,66,-34.65,30.73,-29.96
46387,132,69,-37.43,29.13,-31.63
46390,132,72,-40.22,27.53,-33.31
46393,132,75,-34.15,24.09,-41.93
46396,132,78,-28.08,20.64,-50.55
46397,132,348,-34.67,-19.99,0.92
46400,132,351,-37.19,-18.19,-1.84
46403,132,354,-38.32,-16.06,9.46
46406,132,357,-40.17,-10.14,12.18
46409,132,360,-41.91,-7.02,14.99
46412,132,363,-46.94,5.7,4.5
46415,132,366,-49.46,9.85,9.36
46418,132,369,-50.74,17.29,10.99
46421,132,372,-53.15,17.97,-0.26
46424,132,375,-54.61,16.8,-20.86
46427,132,378,-60.37,14.67,-10.69
46430,132,381,-59.09,17.26,-21.19
46433,132,384,-65.5,3.92,-13.96
46436,132,387,-64.34,2.47,-23.26
46439,132,390,-69.09,2.26,-13.25
46442,132,393,-71.05,0.01,-5.19
46445,132,396,-74.76,3.18,-3.32
46448,132,399,-74.27,5.73,-13.62
46451,132,402,-74.21,10.42,1.22
46454,132,405,-73.37,15.65,-3.16
46457,132,408,-69.6,19.93,-19.99
46460,132,411,-61.74,22.65,-30.07
46463,132,414,-61.85,19.45,-23.76
46466,132,417,-56.36,12.16,-26.95
46469,132,420,-52.91,9.3,-27.58
46472,132,423,-36.51,9.17,-35.81
46475,132,426,-39.1,5.8,-27.13
46478,132,429,-39.01,-2.87,-21.74
46481,132,432,-30.29,-1.64,-28.69
46484,132,435,-22.75,-2.17,-32.51
46487,132,438,-26.61,-7.33,-27.26
46490,132,441,-25.79,-16.26,-19.49
46493,132,444,-28.57,-19.58,-6.76
46496,132,447,-27.67,-17.87,-8.58
46499,132,450,-29.92,-15.95,-3.0
46502,132,453,-31.19,-11.12,-1.94
46505,132,456,-31.0,-6.89,6.29
46508,132,459,-31.07,-1.91,-8.09
46511,132,462,-32.65,-0.98,2.53
46514,132,465,-30.59,0.74,0.29
46517,132,468,-35.01,5.64,-4.33
46520,132,471,-33.53,8.11,-18.04
46523,132,474,-36.89,7.25,-10.37
46526,132,477,-37.59,6.8,-14.88
46529,132,480,-36.83,5.05,-12.16
46532,132,483,-33.9,7.67,-14.14
46535,132,486,-33.03,9.05,-13.75
46538,132,489,-30.77,8.35,-11.9
46541,132,492,-30.09,10.52,-13.43
46544,132,495,-28.44,11.77,-12.4
46547,132,498,-28.11,12.48,-12.05
46550,132,501,-24.74,14.59,-13.9
46553,132,504,-25.47,12.77,-11.54
46556,132,507,-23.42,14.47,-14.82
46559,132,510,-25.38,17.47,-11.11
46562,132,513,-23.27,20.74,-13.55
46565,132,516,-26.82,23.86,-12.81
46568,132,519,-22.91,24.61,-27.57
46571,132,522,-30.34,25.31,-24.85
46574,132,525,-37.79,20.16,-28.52
46577,132,528,-39.74,15.2,-33.58
46580,132,531,-37.11,15.18,-31.78
46583,132,534,-46.12,17.33,-32.09
46586,132,537,-48.53,10.18,-30.57
46589,132,540,-50.24,4.05,-30.79
46592,132,543,-48.39,0.51,-27.34
46595,132,546,-52.02,-3.55,-11.73
46598,132,549,-51.06,-3.71,1.37
46601,132,552,-47.9,-3.09,18.37
46604,132,555,-50.17,8.5,13.81
46607,132,558,-47.53,13.96,25.13
46610,132,561,-45.68,26.99,19.88
46613,132,564,-43.16,32.4,15.87
46616,132,567,-40.41,36.3,7.14
46619,132,570,-36.89,34.17,10.22
46622,132,573,-33.3,35.85,7.81
46625,132,576,-32.82,35.96,0.74
46628,132,579,-30.82,33.44,6.46
46631,132,582,-31.79,34.04,9.03
46634,132,585,-32.87,38.11,5.82
46637,132,588,-34.83,44.58,3.28
46640,132,591,-36.96,49.54,1.48
46643,132,594,-37.73,55.85,-1.53
46646,132,597,-41.42,54.98,-21.72
46649,132,600,-38.06,49.62,-39.38
46652,132,603,-37.1,44.84,-36.79
46655,132,606,-40.03,41.99,-36.03
46658,132,609,-31.02,43.24,-36.74
46661,132,612,-38.41,31.78,-34.96
46664,132,615,-26.56,31.61,-44.95
46667,132,618,-30.71,33.79,-38.24
46670,132,621,-38.82,22.2,-38.56
46673,132,624,-24.97,32.92,-41.52
46676,132,627,-17.48,18.01,-49.87
46679,132,630,-15.72,21.48,-46.05
46682,132,633,-16.14,12.99,-44.95
46685,132,636,-15.41,6.18,-41.92
46688,132,639,-2.54,6.75,-40.9
46691,132,642,-9.77,7.04,-34.67
46694,132,645,-14.86,1.38,-32.74
46697,132,648,-17.47,1.3,-29.09
46700,132,651,-6.81,6.37,-30.93
46703,132,654,-13.53,11.74,-28.65
46706,132,657,-15.13,7.78,-25.27
46709,132,660,-12.57,12.3,-25.34
46712,132,663,-10.88,5.64,-25.59
46715,132,666,-8.28,7.96,-20.05
46718,132,669,-9.36,6.3,-20.24
46721,132,672,-6.59,8.07,-19.73
46724,132,675,-2.67,4.45,-16.35
46727,132,678,-1.44,2.26,-13.08
46730,132,681,-2.7,2.17,-10.12
46733,132,684,-1.21,3.23,-7.93
46736,132,687,1.16,6.79,-3.53
46739,132,690,2.28,11.28,0.66
46742,132,693,2.59,17.81,2.05
46745,132,696,1.6,24.76,-2.19
46748,132,699,2.71,31.78,-14.2
46751,132,702,-2.08,34.65,-20.63
46754,132,705,-4.43,32.23,-34.06
46757,132,708,-9.0,27.94,-45.94
46760,132,711,-3.24,20.51,-53.88
46763,132,714,-10.24,20.61,-53.79
46766,132,717,-9.75,17.31,-56.62
46769,132,720,-12.81,9.24,-56.26
46772,132,723,-5.1,-2.8,-56.17
46775,132,726,-10.64,0.07,-53.27
46778,132,729,-7.86,-6.42,-47.12
46781,132,732,-10.04,-9.52,-40.69
46784,132,735,-7.33,-8.25,-37.44
46787,132,738,-13.2,0.75,-33.9
46790,132,741,-11.86,2.96,-34.31
46793,132,744,-8.53,6.72,-34.72
46796,132,747,-8.85,7.79,-43.6
46799,132,750,-11.93,16.84,-46.87
46802,132,753,-12.83,12.61,-53.07
46805,132,756,-13.51,1.25,-59.36
46808,132,759,1.59,3.76,-61.04
46811,132,762,-9.03,-2.42,-63.33
46814,132,765,0.96,-12.33,-58.63
46817,132,768,-5.44,-24.09,-52.47
46820,132,771,14.47,-19.88,-46.35
46823,132,774,-1.25,-24.36,-41.41
46826,132,777,-6.0,-24.52,-28.07
46829,132,780,-5.06,-24.07,-18.67
46832,132,783,-6.16,-19.67,-5.66
46835,132,786,-6.92,-14.93,2.97
46838,132,789,-9.87,-6.29,12.01
46841,132,792,-8.98,2.56,19.19
46844,132,795,-13.47,11.52,18.26
46847,132,798,-15.62,15.98,21.11
46850,132,801,-15.19,26.42,15.6
46853,132,804,-16.1,28.94,14.61
46856,132,807,-16.02,31.06,1.87
46859,132,810,-13.49,28.5,6.07
46862,132,813,-12.52,28.48,1.75
46865,132,816,-10.9,25.4,2.47
46868,132,819,-10.23,25.82,0.73
46871,132,822,-10.45,25.95,7.28
46874,132,825,-10.86,30.29,0.32
46877,132,828,-13.46,33.44,-1.47
46880,132,831,-14.4,33.71,-6.92
46883,132,834,-17.38,33.92,-0.71
46886,132,837,-20.7,34.78,-10.26
46889,132,840,-22.24,35.45,-13.24
46892,132,843,-24.21,34.64,-13.99
46895,132,846,-26.45,36.24,-17.76
46898,132,849,-28.98,33.66,-20.92
46901,132,852,-26.98,33.39,-21.82
46904,132,855,-25.24,27.4,-34.57
46907,132,858,-29.02,26.74,-27.28
46910,132,861,-31.7,19.57,-30.96
46913,132,864,-33.79,13.67,-27.06
46916,132,867,-32.13,10.58,-30.35
46919,132,870,-36.0,13.05,-22.96
48124,135,0,-28.06,16.48,-53.27
48127,135,3,-27.28,11.64,-55.42
48130,135,6,-26.5,6.81,-57.57
48133,135,9,-21.84,4.61,-55.73
48136,135,12,-17.18,2.41,-53.89
48139,135,15,-20.82,0.83,-49.91
48142,135,18,-24.46,-0.75,-45.93
48145,135,21,-17.35,-3.69,-45.35
48148,135,24,-10.24,-6.62,-44.76
48151,135,27,-12.27,-6.3,-42.18
48154,135,30,-14.3,-5.99,-39.61
48157,135,33,-14.08,-8.89,-35.16
48160,135,36,-13.87,-11.78,-30.71
48163,135,39,-13.99,-9.7,-28.15
48166,135,42,-14.11,-7.61,-25.58
48169,135,45,-15.63,-2.07,-24.47
48172,135,48,-17.14,3.47,-23.35
48175,135,51,-19.4,6.49,-24.28
48178,135,54,-21.67,9.51,-25.2
48181,135,57,-22.3,10.86,-29.83
48184,135,60,-22.94,12.2,-34.46
48187,135,63,-28.81,17.04,-36.84
48190,135,66,-34.67,21.87,-39.21
48193,135,69,-36.52,25.32,-33.9
48196,135,72,-38.37,28.77,-28.59
48199,135,75,-34.51,23.61,-38.63
48202,135,78,-30.65,18.45,-48.66
48203,135,348,-30.88,-21.54,1.61
48206,135,351,-33.43,-19.73,-0.88
48209,135,354,-34.34,-19.3,8.42
48212,135,357,-34.39,-11.67,16.81
48215,135,360,-37.62,-7.69,18.56
48218,135,363,-41.7,0.61,13.1
48221,135,366,-45.29,6.53,16.02
48224,135,369,-48.6,13.69,12.14
48227,135,372,-51.93,15.76,3.4
48230,135,375,-54.05,14.92,-13.82
48233,135,378,-58.67,12.11,-6.87
48236,135,381,-59.05,10.68,-12.12
48239,135,384,-63.39,2.3,-10.19
48242,135,387,-62.38,1.33,-18.41
48245,135,390,-65.36,-0.38,-7.26
48248,135,393,-66.22,-0.47,-0.74
48251,135,396,-68.45,2.8,-1.58
48254,135,399,-68.88,5.57,-5.69
48257,135,402,-69.85,11.03,1.63
48260,135,405,-69.24,17.72,-2.94
48263,135,408,-67.11,22.69,-12.72
48266,135,411,-59.75,24.85,-26.81
48269,135,414,-59.14,24.82,-21.32
48272,135,417,-54.03,16.52,-27.18
48275,135,420,-50.25,10.87,-29.91
48278,135,423,-37.9,13.66,-33.41
48281,135,426,-38.52,10.36,-28.55
48284,135,429,-37.74,2.85,-25.53
48287,135,432,-31.49,4.07,-30.14
48290,135,435,-18.73,5.64,-35.22
48293,135,438,-24.26,-3.65,-31.75
48296,135,441,-23.74,-15.59,-23.57
48299,135,444,-21.98,-19.26,-15.05
48302,135,447,-23.73,-18.02,-12.41
48305,135,450,-25.63,-16.75,-7.38
48308,135,453,-26.22,-13.26,-0.02
48311,135,456,-26.76,-9.82,4.45
48314,135,459,-27.69,-3.47,-7.39
48317,135,462,-28.79,-2.89,1.61
48320,135,465,-29.94,-0.22,-1.38
48323,135,468,-34.05,2.68,-6.69
48326,135,471,-34.84,4.74,-14.85
48329,135,474,-39.97,4.61,-10.29
48332,135,477,-38.61,9.88,-19.33
48335,135,480,-41.05,7.74,-13.98
48338,135,483,-35.27,12.0,-18.75
48341,135,486,-32.85,12.8,-15.71
48344,135,489,-27.4,13.81,-16.91
48347,135,492,-29.27,12.29,-16.07
48350,135,495,-26.5,11.62,-14.66
48353,135,498,-27.31,12.13,-13.11
48356,135,501,-25.18,13.46,-15.09
48359,135,504,-23.86,12.5,-14.84
48362,135,507,-22.95,14.45,-16.74
48365,135,510,-23.19,18.85,-14.05
48368,135,513,-23.81,18.98,-15.99
48371,135,516,-25.82,19.4,-17.68
48374,135,519,-25.18,22.93,-24.95
48377,135,522,-31.03,19.46,-24.97
48380,135,525,-37.8,15.41,-28.12
48383,135,528,-39.34,14.83,-31.29
48386,135,531,-40.75,12.18,-29.52
48389,135,534,-45.64,12.43,-27.51
48392,135,537,-46.47,11.03,-28.29
48395,135,540,-50.1,5.02,-22.68
48398,135,543,-46.34,1.06,-21.27
48401,135,546,-46.39,-2.34,-7.6
48404,135,549,-42.58,-0.91,2.85
48407,135,552,-38.67,0.79,15.5
48410,135,555,-40.49,9.39,13.29
48413,135,558,-37.81,11.31,23.62
48416,135,561,-35.38,27.09,20.08
48419,135,564,-34.05,34.89,16.29
48422,135,567,-33.3,37.7,7.26
48425,135,570,-29.63,37.42,8.08
48428,135,573,-26.03,36.56,4.36
48431,135,576,-25.07,35.92,-2.75
48434,135,579,-23.29,33.91,1.09
48437,135,582,-24.21,32.38,8.39
48440,135,585,-26.6,35.9,5.03
48443,135,588,-30.21,42.42,2.82
48446,135,591,-33.29,47.98,2.67
48449,135,594,-35.6,53.45,-0.94
48452,135,597,-37.76,54.75,-17.58
48455,135,600,-37.55,51.29,-26.17
48458,135,603,-34.09,46.24,-34.91
48461,135,606,-37.23,45.36,-29.37
48464,135,609,-34.24,38.14,-33.96
48467,135,612,-36.09,30.38,-34.54
48470,135,615,-25.33,33.03,-40.5
48473,135,618,-31.13,34.86,-33.24
48476,135,621,-36.15,24.37,-37.11
48479,135,624,-25.61,29.7,-43.82
48482,135,627,-20.14,21.28,-48.91
48485,135,630,-16.75,21.37,-45.92
48488,135,633,-16.34,18.19,-46.54
48491,135,636,-16.97,9.52,-44.97
48494,135,639,-1.72,7.93,-43.47
48497,135,642,-8.13,4.28,-36.28
48500,135,645,-11.24,-0.91,-32.56
48503,135,648,-16.37,-0.46,-28.52
48506,135,651,-10.46,6.37,-27.77
48509,135,654,-16.19,10.55,-24.9
48512,135,657,-16.84,8.64,-22.73
48515,135,660,-14.14,11.05,-23.98
48518,135,663,-9.95,8.52,-23.37
48521,135,666,-8.27,12.66,-19.7
48524,135,669,-7.02,9.14,-20.74
48527,135,672,-5.58,9.61,-18.92
48530,135,675,-0.38,4.81,-16.49
48533,135,678,-1.58,5.0,-14.44
48536,135,681,-1.67,2.83,-12.23
48539,135,684,-0.26,3.98,-9.78
48542,135,687,0.58,8.17,-6.46
48545,135,690,0.52,13.26,-3.91
48548,135,693,1.87,19.35,-4.7
48551,135,696,1.87,25.22,-10.39
48554,135,699,2.21,29.04,-19.15
48557,135,702,-3.36,31.03,-25.9
48560,135,705,-3.19,32.84,-32.01
48563,135,708,-10.16,28.17,-43.14
48566,135,711,-7.41,17.69,-52.47
48569,135,714,-12.35,20.86,-52.71
48572,135,717,-17.23,15.12,-56.44
48575,135,720,-16.9,11.05,-57.5
48578,135,723,-5.8,0.8,-57.18
48581,135,726,-11.94,0.87,-54.64
48584,135,729,-9.1,-7.13,-47.33
48587,135,732,-13.05,-13.55,-38.24
48590,135,735,-8.32,-10.0,-36.56
48593,135,738,-14.01,-0.69,-33.86
48596,135,741,-12.35,2.45,-32.46
48599,135,744,-12.17,6.14,-33.11
48602,135,747,-11.46,9.35,-41.28
48605,135,750,-13.08,16.36,-43.99
48608,135,753,-13.54,12.87,-51.32
48611,135,756,-11.12,3.94,-57.73
48614,135,759,-4.81,4.07,-59.27
48617,135,762,-10.73,-0.27,-61.23
48620,135,765,-3.22,-12.73,-57.61
48623,135,768,-6.67,-25.75,-49.69
48626,135,771,11.33,-18.58,-46.48
48629,135,774,-5.3,-24.25,-39.73
48632,135,777,-4.88,-25.45,-26.03
48635,135,780,-3.22,-23.71,-15.69
48638,135,783,-1.77,-19.75,-7.39
48641,135,786,-2.87,-15.56,-0.68
48644,135,789,-3.79,-7.83,8.1
48647,135,792,-3.91,0.85,15.28
48650,135,795,-7.34,10.77,15.07
48653,135,798,-7.83,14.41,19.29
48656,135,801,-8.89,25.06,13.49
48659,135,804,-9.63,29.01,11.06
48662,135,807,-9.72,31.73,2.61
48665,135,810,-7.73,31.71,3.76
48668,135,813,-5.32,29.93,-3.46
48671,135,816,-2.96,27.03,-4.04
48674,135,819,-2.33,26.06,-3.86
48677,135,822,-1.76,25.38,1.91
48680,135,825,-4.25,26.96,-2.46
48683,135,828,-7.48,29.24,-4.39
48686,135,831,-9.63,30.03,-6.51
48689,135,834,-13.93,31.45,-3.3
48692,135,837,-16.78,32.64,-8.35
48695,135,840,-19.36,32.86,-9.29
48698,135,843,-20.74,32.69,-15.4
48701,135,846,-23.83,34.42,-15.48
48704,135,849,-27.15,30.73,-20.05
48707,135,852,-26.09,30.18,-22.88
48710,135,855,-21.78,25.74,-31.28
48713,135,858,-28.74,24.46,-24.49
48716,135,861,-30.88,16.18,-26.18
48719,135,864,-31.26,12.61,-24.93
48722,135,867,-29.17,8.08,-26.69
48725,135,870,-31.97,12.74,-21.42
49930,138,0,-26.74,20.22,-50.89
49933,138,3,-22.51,17.37,-54.4
49936,138,6,-18.28,14.51,-57.9
49939,138,9,-17.4,12.44,-56.25
49942,138,12,-16.53,10.37,-54.6
49945,138,15,-15.15,5.71,-53.06
49948,138,18,-13.77,1.05,-51.51
49951,138,21,-11.78,1.02,-50.78
49954,138,24,-9.8,0.99,-50.04
49957,138,27,-11.59,-2.68,-47.46
49960,138,30,-13.38,-6.35,-44.87
49963,138,33,-12.5,-7.5,-41.73
49966,138,36,-11.62,-8.65,-38.59
49969,138,39,-14.31,-7.17,-34.66
49972,138,42,-17.01,-5.69,-30.73
49975,138,45,-17.99,-0.56,-29.81
49978,138,48,-18.96,4.57,-28.89
49981,138,51,-23.76,7.3,-26.9
49984,138,54,-28.55,10.02,-24.91
49987,138,57,-30.42,15.15,-24.39
49990,138,60,-32.3,20.27,-23.87
49993,138,63,-34.75,23.64,-27.9
49996,138,66,-37.2,27.02,-31.92
49999,138,69,-38.17,28.35,-24.19
50002,138,72,-39.14,29.68,-16.47
50005,138,75,-32.54,24.34,-33.32
50008,138,78,-25.94,19.0,-50.18
50009,138,348,-27.08,-23.08,2.29
50012,138,351,-29.67,-21.27,0.08
50015,138,354,-30.35,-22.54,7.38
50018,138,357,-28.62,-13.19,21.43
50021,138,360,-33.34,-8.35,22.12
50024,138,363,-36.46,-4.47,21.71
50027,138,366,-41.12,3.22,22.68
50030,138,369,-46.46,10.09,13.3
50033,138,372,-50.71,13.55,7.06
50036,138,375,-53.49,13.04,-6.78
50039,138,378,-56.98,9.56,-3.05
50042,138,381,-59.02,4.1,-3.04
50045,138,384,-61.27,0.69,-6.41
50048,138,387,-60.42,0.19,-13.56
50051,138,390,-61.63,-3.03,-1.27
50054,138,393,-61.4,-0.94,3.72
50057,138,396,-62.15,2.42,0.15
50060,138,399,-63.48,5.41,2.24
50063,138,402,-65.5,11.64,2.05
50066,138,405,-65.12,19.79,-2.72
50069,138,408,-64.62,25.45,-5.45
50072,138,411,-57.76,27.04,-23.54
50075,138,414,-56.44,30.19,-18.89
50078,138,417,-51.71,20.88,-27.41
50081,138,420,-47.58,12.44,-32.24
50084,138,423,-39.3,18.14,-31.02
50087,138,426,-37.94,14.93,-29.97
50090,138,429,-36.46,8.57,-29.32
50093,138,432,-32.7,9.77,-31.59
50096,138,435,-14.7,13.46,-37.94
50099,138,438,-21.92,0.04,-36.25
50102,138,441,-21.69,-14.92,-27.64
50105,138,444,-15.39,-18.95,-23.33
50108,138,447,-19.8,-18.18,-16.24
50111,138,450,-21.34,-17.56,-11.77
50114,138,453,-21.26,-15.41,1.91
50117,138,456,-22.53,-12.76,2.61
50120,138,459,-24.3,-5.04,-6.7
50123,138,462,-24.93,-4.79,0.68
50126,138,465,-29.3,-1.17,-3.04
50129,138,468,-33.08,-0.27,-9.05
50132,138,471,-36.15,1.37,-11.65
50135,138,474,-43.05,1.97,-10.21
50138,138,477,-39.64,12.96,-23.77
50141,138,480,-45.28,10.43,-15.8
50144,138,483,-36.65,16.32,-23.35
50147,138,486,-32.67,16.55,-17.68
50150,138,489,-24.04,19.27,-21.91
50153,138,492,-28.45,14.06,-18.71
50156,138,495,-24.57,11.48,-16.92
50159,138,498,-26.5,11.77,-14.18
50162,138,501,-25.62,12.33,-16.27
50165,138,504,-22.26,12.23,-18.14
50168,138,507,-22.47,14.43,-18.66
50171,138,510,-21.0,20.24,-16.99
50174,138,513,-24.35,17.22,-18.42
50177,138,516,-24.82,14.94,-22.55
50180,138,519,-27.46,21.25,-22.33
50183,138,522,-31.72,13.6,-25.09
50186,138,525,-37.81,10.65,-27.71
50189,138,528,-38.93,14.46,-28.99
50192,138,531,-44.39,9.18,-27.27
50195,138,534,-45.15,7.53,-22.93
50198,138,537,-44.42,11.87,-26.02
50201,138,540,-49.97,6.0,-14.57
50204,138,543,-44.3,1.62,-15.19
50207,138,546,-40.76,-1.13,-3.47
50210,138,549,-34.09,1.88,4.33
50213,138,552,-29.45,4.66,12.64
50216,138,555,-30.81,10.28,12.77
50219,138,558,-28.08,8.65,22.11
50222,138,561,-25.07,27.18,20.29
50225,138,564,-24.95,37.38,16.72
50228,138,567,-26.19,39.1,7.38
50231,138,570,-22.37,40.66,5.93
50234,138,573,-18.76,37.26,0.91
50237,138,576,-17.33,35.88,-6.24
